Price,City,Location,RoomsNr,Surface
104990,Timisoara,Olimpia-Stadion,3,63
67000,Timisoara,P-ta Doina,2,40
70900,Timisoara,Sagului,3,50
55000,Timisoara,Matei Basarab,1,28
98000,Timisoara,Dacia,3,64
90000,Timisoara,Girocului,3,60
79900,Timisoara,Take Ionescu,2,41
112000,Timisoara,Aradului,2,65
85000,Timisoara,Dorobantilor,3,73
74500,Timisoara,Matei Basarab,2,53
19000,Timisoara,Dambovita,1,13
83500,Timisoara,Aradului,3,72
65000,Timisoara,Braytim,2,40
110000,Timisoara,Matei Basarab,3,80
285000,Timisoara,Medicina,3,180
92000,Timisoara,Complex Studentesc,3,78
119000,Timisoara,Complex Studentesc,3,68
72000,Timisoara,Dambovita,3,51
75000,Timisoara,Dambovita,3,54
76000,Timisoara,Dorobantilor,2,58
57000,Timisoara,Dambovita,2,40
118000,Timisoara,Lipovei,3,65
85000,Timisoara,Sagului,3,54
70000,Timisoara,Sagului,2,52
118000,Timisoara,Girocului,2,82
105000,Timisoara,Bucovina,3,71
29000,Timisoara,Buziasului,1,16
78000,Timisoara,Sagului,3,52
70500,Timisoara,Sagului,2,52
67500,Timisoara,Sagului,2,54
59900,Timisoara,Sagului,2,40
85500,Timisoara,Circumvalatiunii,2,58
83000,Timisoara,Odobescu,2,50
86500,Timisoara,Sagului,3,64
50000,Timisoara,Steaua,1,34
76000,Timisoara,Sagului,3,60
75000,Timisoara,Dambovita,2,50
94500,Timisoara,Dambovita,4,80
41500,Timisoara,Buziasului,1,22
69000,Timisoara,Steaua,2,56
69000,Timisoara,Sagului,2,50
49000,Timisoara,Steaua,1,34
56000,Timisoara,Calea Urseni,1,34
86000,Timisoara,Soarelui,2,50
43500,Timisoara,Telegrafului,1,24
58500,Timisoara,Circumvalatiunii,1,32
78000,Timisoara,Dambovita,2,50
116000,Timisoara,Torontalului,3,78
66900,Timisoara,Girocului,2,50
72000,Timisoara,Circumvalatiunii,1,32
77000,Timisoara,Complex Studentesc,2,43
58000,Timisoara,Sagului,1,42
137990,Timisoara,Soarelui,3,77
103000,Timisoara,Girocului,3,65
122000,Timisoara,Aradului,3,64
58000,Timisoara,Circumvalatiunii,2,33
105000,Timisoara,Dorobantilor,3,70
89900,Timisoara,Girocului,3,70
350,Timisoara,Lipovei,2,47
49999,Timisoara,Lipovei,1,38
74000,Timisoara,Dacia,2,39
74900,Timisoara,Circumvalatiunii,2,40
74000,Timisoara,Dacia,2,39
30000,Timisoara,Blascovici,1,27
91900,Timisoara,Girocului,3,110
41500,Timisoara,Blascovici,1,32
104500,Timisoara,Take Ionescu,2,51
107000,Timisoara,Medicina,2,49
55000,Timisoara,Matei Basarab,1,28
103000,Timisoara,Mehala,2,54
68000,Timisoara,Dacia,3,49
119500,Timisoara,Take Ionescu,3,63
27500,Timisoara,Steaua,1,16
40000,Timisoara,Aradului,1,24
59000,Timisoara,Dacia,1,28
25000,Timisoara,Dambovita,1,12
70000,Timisoara,Aradului,1,43
19500,Timisoara,Ronat,1,15
89000,Timisoara,Aradului,3,70
35000,Timisoara,Iosefin,1,22
122000,Timisoara,Aradului,3,65
56000,Timisoara,Buziasului,1,32
124900,Timisoara,Aradului,2,48
81000,Timisoara,Sagului,2,50
65000,Timisoara,Spitalul Judetean,1,36
129000,Timisoara,Aradului,3,52
160000,Timisoara,Mehala,3,85
109900,Timisoara,Medicina,2,48
33000,Timisoara,Buziasului,1,21
150000,Timisoara,Girocului,4,123
88000,Timisoara,Sagului,3,68
89000,Timisoara,Lipovei,3,80
137000,Timisoara,Aradului,2,67
65000,Timisoara,Soarelui,2,50
70000,Timisoara,Buziasului,2,43
61500,Timisoara,Blascovici,2,42
105000,Timisoara,Fabric,3,75
105000,Timisoara,Aradului,3,65
78000,Timisoara,Aradului,2,49
115000,Timisoara,Lipovei,4,90
158000,Timisoara,Lipovei,5,110
58490,Timisoara,Sagului,2,41
79000,Timisoara,Sagului,3,45
80000,Timisoara,Girocului,3,50
65000,Timisoara,Iosefin,2,40
81500,Timisoara,Iosefin,3,70
77000,Timisoara,Sagului,3,52
107000,Timisoara,Circumvalatiunii,3,65
105000,Timisoara,Lipovei,3,66
145000,Timisoara,Dacia,3,80
60000,Timisoara,Girocului,2,50
50000,Timisoara,Freidorf,2,50
130000,Timisoara,Girocului,3,70
87000,Timisoara,Girocului,2,54
79999,Timisoara,Lipovei,2,50
85000,Timisoara,Olimpia-Stadion,2,54
63500,Timisoara,Sagului,2,45
59900,Timisoara,Sagului,2,43
94990,Timisoara,Telegrafului,3,74
98000,Timisoara,Circumvalatiunii,3,64
64000,Timisoara,Lipovei,2,35
75000,Timisoara,Sagului,2,53
80000,Timisoara,Medicina,2,44
75000,Timisoara,Steaua,3,70
70000,Timisoara,Sagului,2,53
95000,Timisoara,Steaua,2,64
123000,Timisoara,Steaua,3,75
122900,Timisoara,Spitalul Judetean,2,74
137000,Timisoara,Girocului,2,41
63900,Timisoara,Iosefin,2,45
110000,Timisoara,Girocului,3,73
72000,Timisoara,Sagului,2,56
90000,Timisoara,Medicina,1,54
78000,Timisoara,Girocului,2,47
78000,Timisoara,Girocului,2,50
104000,Timisoara,Girocului,3,78
76000,Timisoara,Girocului,2,50
75500,Timisoara,Girocului,2,50
57500,Timisoara,Girocului,1,36
87000,Timisoara,Braytim,2,48
25000,Timisoara,Iosefin,1,12
95000,Timisoara,Dambovita,3,67
118500,Timisoara,Lipovei,2,56
120000,Timisoara,Aradului,4,73
109000,Timisoara,Girocului,3,82
36000,Timisoara,Buziasului,1,22
94500,Timisoara,Soarelui,2,64
46500,Timisoara,Ciarda Rosie,1,36
55000,Timisoara,Sagului,2,31
122500,Timisoara,Spitalul Judetean,3,70
85500,Timisoara,Semicentral,3,50
92000,Timisoara,Buziasului,2,60
96800,Timisoara,Mehala,2,50
122900,Timisoara,Girocului,3,65
87999,Timisoara,Dorobantilor,3,62
160000,Timisoara,Torontalului,4,85
135000,Timisoara,Balcescu,3,58
85000,Timisoara,Medicina,2,54
77000,Timisoara,Dacia,3,55
57600,Timisoara,Lunei,1,27
88000,Timisoara,Spitalul Judetean,2,56
65000,Timisoara,Girocului,2,39
75000,Timisoara,Girocului,2,48
82000,Timisoara,Girocului,2,53
54000,Timisoara,Girocului,1,32
69000,Timisoara,Girocului,2,48
87900,Timisoara,Dorobantilor,3,70
55000,Timisoara,Lipovei,1,30
95000,Timisoara,Girocului,3,76
67900,Timisoara,Brancoveanu,2,45
81000,Timisoara,P-ta Doina,2,50
105000,Timisoara,Medicina,2,53
69900,Timisoara,Dambovita,2,49
125000,Timisoara,Complex Studentesc,3,65
250000,Timisoara,P-ta Victoriei,2,105
210000,Timisoara,Punctele Cardinale,5,133
70000,Timisoara,Girocului,2,55
89500,Timisoara,Braytim,2,53
74500,Timisoara,Torontalului,2,40
65900,Timisoara,Dambovita,2,41
64500,Timisoara,Dacia,3,42
575000,Timisoara,P-ta Unirii,3,140
82300,Timisoara,Mehala,2,38
95700,Timisoara,Mehala,2,48
85900,Timisoara,Mehala,2,40
59200,Timisoara,Girocului,1,37
96800,Timisoara,Mehala,2,50
92600,Timisoara,Mehala,2,50
163000,Timisoara,Mehala,3,85
104100,Timisoara,Mehala,2,54
94990,Timisoara,Iosefin,2,66
53500,Timisoara,Torontalului,1,36
85000,Timisoara,Torontalului,2,53
101000,Timisoara,Torontalului,2,61
160000,Timisoara,Mircea cel Batran,3,85
103000,Timisoara,Mircea cel Batran,2,53
104500,Timisoara,Punctele Cardinale,2,51
82000,Timisoara,Torontalului,2,52
79900,Timisoara,Girocului,2,45
95000,Timisoara,Dacia,3,65
88800,Timisoara,Aradului,2,52
97900,Timisoara,Centrul Bancar,2,50
98000,Timisoara,Calea Urseni,3,70
83000,Timisoara,Girocului,2,"50,1"
59990,Timisoara,Aradului,1,27
90000,Timisoara,Dambovita,3,61
149000,Timisoara,Olimpia-Stadion,6,150
55000,Timisoara,Complex Studentesc,1,25
27300,Timisoara,Complex Studentesc,1,17
76000,Timisoara,Dambovita,2,50
78000,Timisoara,Dambovita,2,50
83000,Timisoara,Circumvalatiunii,2,40
113000,Timisoara,Circumvalatiunii,2,51
82000,Timisoara,Kiriac,2,51
70000,Timisoara,Circumvalatiunii,3,40
112000,Timisoara,Bucovina,3,67
68500,Timisoara,Girocului,2,45
100000,Timisoara,Lipovei,2,54
118000,Timisoara,Lipovei,3,64
78000,Timisoara,Aradului,2,54
105000,Timisoara,Lipovei,4,71
106000,Timisoara,Lipovei,3,50
107000,Timisoara,Lipovei,2,54
4500,Timisoara,Dacia,6,0
81500,Timisoara,Girocului,2,64
45000,Timisoara,Complex Studentesc,1,21
92600,Timisoara,Torontalului,2,51
59000,Timisoara,Dacia,1,25
119000,Timisoara,Girocului,3,65
65000,Timisoara,Ciarda Rosie,2,52
32000,Timisoara,Lipovei,1,16
107000,Timisoara,Girocului,3,63
67000,Timisoara,Sagului,3,48
75000,Timisoara,Sagului,2,48
82500,Timisoara,Sagului,3,52
118400,Timisoara,Aradului,4,75
164000,Timisoara,Lipovei,3,62
95000,Timisoara,Take Ionescu,2,46
40000,Timisoara,Complex Studentesc,1,25
87000,Timisoara,Spitalul Judetean,2,55
78900,Timisoara,Complex Studentesc,2,43
115000,Timisoara,Aradului,1,40
112000,Timisoara,Take Ionescu,2,50
73000,Timisoara,Lipovei,2,50
68000,Timisoara,Dacia,3,54
142800,Timisoara,Torontalului,3,80
110000,Timisoara,Odobescu,3,52
75000,Timisoara,Sagului,2,46
70500,Timisoara,Kiriac,2,50
50500,Timisoara,Girocului,1,29
84300,Timisoara,Torontalului,2,51
77300,Timisoara,Torontalului,2,46
85000,Timisoara,Dorobantilor,3,65
154000,Timisoara,Simion Barnutiu,3,76
63000,Timisoara,Sagului,2,40
110000,Timisoara,Odobescu,3,52
90000,Timisoara,Buziasului,2,51
130000,Timisoara,Steaua,3,75
78500,Timisoara,Dambovita,2,41
161000,Timisoara,Torontalului,3,174
105000,Timisoara,Girocului,3,65
29000,Timisoara,Buziasului,1,16
87000,Timisoara,Braytim,2,48
77990,Timisoara,Complex Studentesc,1,45
133000,Timisoara,Ghirodei,3,105
88990,Timisoara,Aradului,2,47
75000,Timisoara,Sagului,2,54
59800,Timisoara,Sagului,2,40
101900,Timisoara,Dacia,4,62
155000,Timisoara,Neptun,2,66
29900,Timisoara,Buziasului,1,17
87000,Timisoara,Spitalul Judetean,2,55
56000,Timisoara,Olimpia-Stadion,1,32
79300,Timisoara,Braytim,2,55
65000,Timisoara,Freidorf,2,49
120000,Timisoara,Aradului,2,56
63500,Timisoara,Calea Urseni,1,36
93722,Timisoara,Mehala,2,51
45000,Timisoara,Aradului,1,20
60000,Timisoara,Circumvalatiunii,3,48
110000,Timisoara,Lipovei,2,50
83500,Timisoara,Calea Urseni,2,48
72000,Timisoara,Plavat II,2,50
67500,Timisoara,Girocului,2,47
85000,Timisoara,Bucovina,2,52
70000,Timisoara,Garii,2,46
92000,Timisoara,Soarelui,3,65
62000,Timisoara,Sagului,3,40
71925,Timisoara,Braytim,2,51
57000,Timisoara,Girocului,1,34
76650,Timisoara,Braytim,2,54
68700,Timisoara,Gheorghe Lazar,3,56
71000,Timisoara,Girocului,2,48
70000,Timisoara,Girocului,2,46
114750,Timisoara,Torontalului,3,75
125900,Timisoara,Lipovei,2,51
126000,Timisoara,Girocului,3,74
105000,Timisoara,Torontalului,3,66
65000,Timisoara,Girocului,1,39
88100,Timisoara,Braytim,3,55
66000,Timisoara,Braytim,2,44
100000,Timisoara,Braytim,3,69
56000,Timisoara,Braytim,1,32
73000,Timisoara,Girocului,3,49
83250,Timisoara,Torontalului,2,52
125000,Timisoara,Aradului,3,60
88500,Timisoara,Complex Studentesc,2,48
49900,Timisoara,Soarelui,1,22
78000,Timisoara,Lipovei,2,52
78000,Timisoara,Braytim,2,56
66000,Timisoara,Freidorf,2,50
118000,Timisoara,Fabric,3,82
93000,Timisoara,Sagului,3,58
35800,Timisoara,Buziasului,1,22
55000,Timisoara,Steaua,2,32
69000,Timisoara,Matei Basarab,3,46
75000,Timisoara,Lipovei,2,45
147500,Timisoara,Spitalul Judetean,3,73
23900,Timisoara,UMT,1,17
88000,Timisoara,Dacia,4,68
129000,Timisoara,Torontalului,2,51
40000,Timisoara,UMT,1,25
110000,Timisoara,Torontalului,2,53
69000,Timisoara,Dambovita,2,52
56000,Timisoara,Sagului,2,41
92000,Timisoara,Soarelui,3,65
79900,Timisoara,Steaua,2,57
70000,Timisoara,Dacia,3,50
122000,Timisoara,Steaua,2,50
79000,Timisoara,Freidorf,2,52
78000,Timisoara,Soarelui,2,52
94000,Timisoara,Aradului,3,72
57000,Timisoara,Girocului,3,75
63000,Timisoara,Brancoveanu,1,32
68000,Timisoara,Soarelui,2,54
24000,Timisoara,Dambovita,1,12
79990,Timisoara,Steaua,3,61
140000,Timisoara,Fabric,5,125
88990,Timisoara,Matei Basarab,2,55
64000,Timisoara,Soarelui,1,38
160000,Timisoara,Mehala,3,90
73500,Timisoara,Simion Barnutiu,2,54
185000,Timisoara,Tipografilor,3,76
73000,Timisoara,Dambovita,2,56
130000,Timisoara,Bucovina,3,79
91000,Timisoara,Buziasului,4,82
108900,Timisoara,Circumvalatiunii,3,65
79000,Timisoara,Gheorghe Lazar,3,58
155000,Timisoara,Odobescu,3,105
70000,Timisoara,Braytim,2,50
110000,Timisoara,Tipografilor,3,43
59000,Timisoara,Bucovina,1,26
90900,Timisoara,Iosefin,3,57
174990,Timisoara,P-ta Unirii,3,77
66000,Timisoara,Dambovita,2,43
74500,Timisoara,Lipovei,2,48
31900,Timisoara,Olimpia-Stadion,1,17
26990,Timisoara,Buziasului,1,17
28000,Timisoara,UMT,1,17
106000,Timisoara,Sinaia,3,53
95000,Timisoara,Soarelui,3,67
65000,Timisoara,Complex Studentesc,1,33
65000,Timisoara,Matei Basarab,3,46
85000,Timisoara,Dorobantilor,2,52
52000,Timisoara,Sagului,2,33
119900,Timisoara,Girocului,4,83
80000,Timisoara,Sagului,2,50
105000,Timisoara,Soarelui,3,72
38000,Timisoara,Ciarda Rosie,1,19
85000,Timisoara,Girocului,3,70
86000,Timisoara,Girocului,3,68
95000,Timisoara,Girocului,3,67
88000,Timisoara,Matei Basarab,2,54
408000,Timisoara,Lipovei,1,24
88500,Timisoara,Soarelui,3,70
65000,Timisoara,Soarelui,2,52
95000,Timisoara,Take Ionescu,2,50
135000,Timisoara,Aradului,2,54
126000,Timisoara,Aradului,2,63
84500,Timisoara,Aradului,2,50
52000,Timisoara,Lipovei,1,38
48000,Timisoara,Circumvalatiunii,1,28
39000,Timisoara,Aradului,1,22
58000,Timisoara,Traian,2,40
79990,Timisoara,Torontalului,2,50
89000,Timisoara,Buziasului,2,52
105000,Timisoara,Torontalului,2,56
122850,Timisoara,Torontalului,2,56
99990,Timisoara,Bucovina,3,70
78000,Timisoara,Aradului,2,54
46000,Timisoara,Sagului,1,24
82000,Timisoara,Calea Urseni,2,45
63000,Timisoara,Dacia,3,50
125000,Timisoara,Complex Studentesc,2,66
73000,Timisoara,Lipovei,2,52
67000,Timisoara,Lipovei,1,36
67000,Timisoara,Lipovei,2,36
66500,Timisoara,Dambovita,2,45
74000,Timisoara,Girocului,2,50
83500,Timisoara,Braytim,2,53
82500,Timisoara,Braytim,2,54
119000,Timisoara,Girocului,4,87
89900,Timisoara,Girocului,3,65
75000,Timisoara,Gheorghe Lazar,2,47
136000,Timisoara,Braytim,3,70
95000,Timisoara,Dambovita,3,67
64000,Timisoara,Lipovei,2,35
59900,Timisoara,Sagului,2,43
110000,Timisoara,Steaua,3,78
94000,Timisoara,Aradului,3,72
140000,Timisoara,Lugojului,3,75
120000,Timisoara,Girocului,2,55
67900,Timisoara,Brancoveanu,2,50
50000,Timisoara,Girocului,1,28
93000,Timisoara,Balcescu,2,52
53500,Timisoara,Complex Studentesc,2,33
73000,Timisoara,Sagului,3,53
68000,Timisoara,Dacia,3,54
63500,Timisoara,Sagului,2,45
682000,Timisoara,Lipovei,1,619
89000,Timisoara,Buziasului,2,52
73000,Timisoara,Lipovei,2,52
85000,Timisoara,Soarelui,3,71
99900,Timisoara,Bucovina,3,67
92000,Timisoara,Complex Studentesc,3,70
82990,Timisoara,Braytim,2,54
103740,Timisoara,Aradului,2,53
197590,Timisoara,Aradului,3,75
105740,Timisoara,Aradului,2,53
231390,Timisoara,Aradului,3,85
106140,Timisoara,Aradului,2,54
251890,Timisoara,Aradului,3,89
124990,Timisoara,Aradului,3,68
145290,Timisoara,Aradului,3,71
123940,Timisoara,Aradului,3,66
124990,Timisoara,Aradului,3,69
110393,Timisoara,Aradului,2,55
261690,Timisoara,Aradului,3,86
113100,Timisoara,Aradului,2,56
135840,Timisoara,Aradului,3,72
109563,Timisoara,Aradului,2,54
199740,Timisoara,Aradului,3,80
69990,Timisoara,Soarelui,2,52
183990,Timisoara,Aradului,3,81
124990,Timisoara,Mehala,3,59
159490,Timisoara,Mehala,3,79
119585,Timisoara,Aradului,2,59
164490,Timisoara,Aradului,3,80
237990,Timisoara,Aradului,3,102
223990,Timisoara,Aradului,3,100
171990,Timisoara,Aradului,2,59
139999,Timisoara,Mehala,3,70
88000,Timisoara,Steaua,4,87
93000,Timisoara,Iosefin,2,83
83200,Timisoara,Buziasului,2,52
70880,Timisoara,Buziasului,2,44
175000,Timisoara,Complex Studentesc,3,78
98000,Timisoara,Simion Barnutiu,3,66
22000,Timisoara,Dambovita,1,18
149500,Timisoara,Soarelui,3,75
22000,Timisoara,UMT,1,16
80000,Timisoara,Girocului,3,48
120000,Timisoara,Circumvalatiunii,3,68
78500,Timisoara,Dambovita,2,52
67500,Timisoara,Calea Urseni,2,47
88000,Timisoara,Dambovita,3,67
74800,Timisoara,Braytim,2,46
139900,Timisoara,Soarelui,2,62
160000,Timisoara,Torontalului,3,85
80000,Timisoara,Aradului,2,53
159300,Timisoara,Soarelui,3,64
83900,Timisoara,Girocului,2,49
88900,Timisoara,Girocului,3,51
99500,Timisoara,Lipovei,2,54
68000,Timisoara,Girocului,2,47
85000,Timisoara,Girocului,2,56
119990,Timisoara,Complex Studentesc,3,72
160000,Timisoara,Complex Studentesc,3,105
89000,Timisoara,Girocului,2,59
65000,Timisoara,Braytim,1,32
110000,Timisoara,Steaua,4,91
84000,Timisoara,Torontalului,2,46
66990,Timisoara,Balcescu,2,56
126990,Timisoara,Complex Studentesc,3,67
65990,Timisoara,Girocului,2,54
94990,Timisoara,Girocului,3,68
156990,Timisoara,Lidia,3,75
74990,Timisoara,Plavat II,2,40
67490,Timisoara,Iosefin,2,38
82490,Timisoara,Olimpia-Stadion,2,43
109990,Timisoara,Buziasului,3,66
88000,Timisoara,Matei Basarab,3,64
107990,Timisoara,P-ta Doina,4,82
109990,Timisoara,Iosefin,3,70
164800,Timisoara,Odobescu,6,200
77990,Timisoara,Aradului,2,49
132000,Timisoara,Torontalului,2,50
119000,Timisoara,Girocului,3,65
49000,Timisoara,Steaua,1,32
88800,Timisoara,Aradului,2,52
75000,Timisoara,Lipovei,2,52
81000,Timisoara,Dambovita,2,50
84000,Timisoara,Soarelui,2,52
79000,Timisoara,Sagului,3,56
73600,Timisoara,Aradului,3,64
103000,Timisoara,Torontalului,2,54
81490,Timisoara,Ciarda Rosie,2,56
112000,Timisoara,Ciarda Rosie,3,74
65000,Timisoara,Sagului,2,47
299999,Timisoara,Elisabetin,5,160
65500,Timisoara,Soarelui,2,54
77500,Timisoara,Soarelui,2,45
107000,Timisoara,Medicina,2,55
73000,Timisoara,Lipovei,2,50
119000,Timisoara,Circumvalatiunii,3,52
63000,Timisoara,Sagului,2,48
67800,Timisoara,Dacia,2,45
93000,Timisoara,Soarelui,3,69
66000,Timisoara,Sagului,3,42
125000,Timisoara,Aradului,2,47
134000,Timisoara,Dacia,3,75
110000,Timisoara,Steaua,3,78
68000,Timisoara,Circumvalatiunii,2,42
67000,Timisoara,Sagului,2,40
49999,Timisoara,Circumvalatiunii,1,35
52500,Timisoara,Steaua,1,37
68500,Timisoara,Sagului,2,40
115000,Timisoara,Sagului,4,80
87500,Timisoara,Complex Studentesc,2,50
114990,Timisoara,Circumvalatiunii,4,74
82500,Timisoara,Sagului,3,53
38000,Timisoara,Buziasului,1,21
138000,Timisoara,Circumvalatiunii,3,73
44000,Timisoara,Olimpia-Stadion,1,23
89000,Timisoara,Aradului,2,50
116900,Timisoara,Dambovita,4,96
117000,Timisoara,Brancoveanu,3,86
79000,Timisoara,Bucovina,2,56
90000,Timisoara,Olimpia-Stadion,3,67
35000,Timisoara,Buziasului,1,22
79500,Timisoara,Bucovina,2,50
125000,Timisoara,Torontalului,2,50
85000,Timisoara,Neptun,2,55
95000,Timisoara,Tipografilor,2,50
75000,Timisoara,Girocului,2,42
199000,Timisoara,Iosefin,4,105
42500,Timisoara,Buziasului,1,23
120000,Timisoara,Take Ionescu,3,63
56000,Timisoara,Buziasului,1,33
85000,Timisoara,Sagului,3,65
70000,Timisoara,Soarelui,2,55
90000,Timisoara,Lipovei,2,45
64000,Timisoara,Braytim,2,45
165000,Timisoara,P-ta Unirii,3,74
98300,Timisoara,Torontalului,2,52
87000,Timisoara,Sagului,2,67
120000,Timisoara,Torontalului,2,51
32900,Timisoara,Steaua,1,21
87000,Timisoara,Soarelui,2,44
95000,Timisoara,Steaua,2,64
35000,Timisoara,Aradului,1,17
115000,Timisoara,Sagului,4,75
75000,Timisoara,Sagului,2,53
42500,Timisoara,Buziasului,1,25
38500,Timisoara,Garii,1,22
68000,Timisoara,Sagului,3,50
119000,Timisoara,Girocului,4,87
87000,Timisoara,Aradului,2,50
112000,Timisoara,Sagului,3,70
110000,Timisoara,Sagului,4,80
85000,Timisoara,Simion Barnutiu,3,70
118900,Timisoara,Torontalului,3,62
96000,Timisoara,Torontalului,3,54
99000,Timisoara,Lugojului,3,64
133900,Timisoara,Torontalului,3,70
154900,Timisoara,Torontalului,3,80
92900,Timisoara,Torontalului,3,54
93000,Timisoara,Torontalului,3,57
149000,Timisoara,Aradului,2,52
84990,Timisoara,Odobescu,2,65
98900,Timisoara,Torontalului,3,58
73000,Timisoara,Lipovei,2,50
87900,Timisoara,Simion Barnutiu,3,65
36400,Timisoara,Blascovici,1,21
33000,Timisoara,Freidorf,1,22
63000,Timisoara,Complex Studentesc,1,33
24000,Timisoara,Iosefin,1,13
59000,Timisoara,Dacia,1,28
125200,Timisoara,Mehala,2,55
65000,Timisoara,Sagului,2,33
98000,Timisoara,Torontalului,3,57
93000,Timisoara,Torontalului,3,54
98000,Timisoara,Torontalului,3,63
81000,Timisoara,Aradului,2,55
75000,Timisoara,Aradului,2,50
80000,Timisoara,Braytim,2,52
85000,Timisoara,Ciarda Rosie,2,53
65000,Timisoara,Braytim,1,32
91900,Timisoara,Complex Studentesc,3,70
132000,Timisoara,Soarelui,2,60
134000,Timisoara,Medicina,3,62
74900,Timisoara,Freidorf,2,46
65000,Timisoara,Iosefin,2,39
88000,Timisoara,Freidorf,2,51
78000,Timisoara,Girocului,2,50
56000,Timisoara,Buziasului,1,33
109000,Timisoara,Girocului,3,82
76000,Timisoara,Girocului,2,50
104000,Timisoara,Girocului,3,77
78000,Timisoara,Girocului,2,50
77500,Timisoara,Girocului,2,50
75500,Timisoara,Girocului,2,50
164900,Timisoara,P-ta Victoriei,3,65
79500,Timisoara,Soarelui,2,50
53500,Timisoara,Girocului,2,40
78000,Timisoara,Torontalului,2,46
107000,Timisoara,Tipografilor,2,50
45000,Timisoara,Punctele Cardinale,1,23
68000,Timisoara,Balcescu,1,36
55000,Timisoara,Braytim,1,30
87900,Timisoara,Iosefin,2,80
104990,Timisoara,Girocului,3,72
208890,Timisoara,Balcescu,4,91
81590,Timisoara,Plopi,3,68
66500,Timisoara,Dambovita,2,45
30000,Timisoara,Olimpia-Stadion,1,16
127650,Timisoara,Aradului,3,69
119000,Timisoara,Girocului,3,69
74000,Timisoara,Girocului,2,51
55000,Timisoara,Lugojului,2,40
163000,Timisoara,Complex Studentesc,2,95
155000,Timisoara,Aradului,3,117
120000,Timisoara,Complex Studentesc,2,55
66000,Timisoara,Braytim,2,42
95000,Timisoara,Dorobantilor,4,90
74000,Timisoara,Dambovita,3,64
69000,Timisoara,Calea Urseni,2,48
80000,Timisoara,Sagului,2,52
72100,Timisoara,Braytim,2,52
70000,Timisoara,Simion Barnutiu,2,70
199000,Timisoara,Iosefin,3,108
135000,Timisoara,Aradului,3,60
79000,Timisoara,Circumvalatiunii,2,44
48000,Timisoara,Braytim,1,30
60000,Timisoara,Braytim,1,31
138000,Timisoara,Lipovei,2,55
85000,Timisoara,Dacia,3,53
167000,Timisoara,Circumvalatiunii,4,82
55000,Timisoara,Sagului,2,31
120000,Timisoara,Medicina,3,63
63000,Timisoara,Sagului,2,40
85000,Timisoara,Torontalului,2,51
90000,Timisoara,Torontalului,2,55
61000,Timisoara,Traian,1,42
67900,Timisoara,Sagului,2,50
111900,Timisoara,Bucovina,3,65
128000,Timisoara,Torontalului,2,56
159990,Timisoara,Medicina,3,80
46000,Timisoara,Sagului,1,23
74990,Timisoara,Aradului,2,49
120000,Timisoara,Girocului,3,78
69800,Timisoara,Girocului,3,50
83000,Timisoara,Soarelui,2,54
68000,Timisoara,Soarelui,2,53
110000,Timisoara,Take Ionescu,2,64
75000,Timisoara,Girocului,3,72
59900,Timisoara,Matei Basarab,1,27
108000,Timisoara,Lipovei,3,70
84500,Timisoara,Lipovei,3,61
40800,Timisoara,Lipovei,1,24
89000,Timisoara,Lipovei,3,60
78000,Timisoara,Lipovei,3,55
105000,Timisoara,Sagului,3,70
70000,Timisoara,Soarelui,2,41
36000,Timisoara,Blascovici,1,35
58000,Timisoara,Steaua,1,42
84000,Timisoara,Braytim,2,49
70000,Timisoara,Soarelui,2,55
85000,Timisoara,Medicina,2,50
62000,Timisoara,Torontalului,1,40
72000,Timisoara,Sagului,2,45
71500,Timisoara,Sagului,2,42
52500,Timisoara,Sagului,1,24
18036,Timisoara,Torontalului,0,55
55000,Timisoara,Bucovina,1,28
46000,Timisoara,Iosefin,1,34
74000,Timisoara,Bucovina,2,"55,78"
114000,Timisoara,Torontalului,2,54
118000,Timisoara,Lipovei,3,65
189900,Timisoara,Medicina,3,91
65990,Timisoara,Freidorf,2,50
90000,Timisoara,Traian,2,57
82990,Timisoara,Torontalului,2,50
90000,Timisoara,Buziasului,4,88
158972,Timisoara,Aradului,3,71
105463,Timisoara,Aradului,1,43
139999,Timisoara,Mehala,3,70
55000,Timisoara,Sagului,2,33
62900,Timisoara,Sagului,3,58
95000,Timisoara,Soarelui,1,37
199900,Timisoara,Iosefin,4,90
65000,Timisoara,Torontalului,1,39
109000,Timisoara,Torontalului,2,46
32000,Timisoara,Complex Studentesc,1,12
65000,Timisoara,Circumvalatiunii,3,45
85000,Timisoara,Dorobantilor,2,50
221000,Timisoara,Balcescu,3,130
95000,Timisoara,Sagului,2,62
79000,Timisoara,Sagului,2,47
105000,Timisoara,Braytim,2,57
57900,Timisoara,Buziasului,2,53
85000,Timisoara,Dacia,3,53
94990,Timisoara,Simion Barnutiu,3,74
80000,Timisoara,Calea Urseni,2,54
95000,Timisoara,Buziasului,3,52
85000,Timisoara,Take Ionescu,2,45
72500,Timisoara,Braytim,2,50
90000,Timisoara,Traian,3,100
82000,Timisoara,Aradului,2,55
82000,Timisoara,Aradului,3,85
81000,Timisoara,Aeroport,2,53
65000,Timisoara,Circumvalatiunii,1,32
120000,Timisoara,Traian,3,91
59900,Timisoara,Brancoveanu,2,44
82999,Timisoara,Torontalului,2,55
75000,Timisoara,Dambovita,2,52
139999,Timisoara,Aradului,4,130
129500,Timisoara,Lipovei,2,56
65000,Timisoara,Aradului,2,45
31500,Timisoara,Freidorf,1,23
