Price,City,Location,RoomsNr,Surface
54000,Bucuresti,Militari,2,40
115000,Bucuresti,Tineretului,2,50
85000,Bucuresti,Militari,3,63
86000,Bucuresti,Militari,3,72
79990,Bucuresti,Drumul Taberei,3,46
97600,Bucuresti,1 Decembrie 1918,1,61
140000,Bucuresti,Universitate,1,40
105000,Bucuresti,Matei Voievod,3,58
167500,Bucuresti,Theodor Pallady,3,217
180000,Bucuresti,13 Septembrie,3,72
51500,Bucuresti,Gorjului,1,28
53000,Bucuresti,Berceni,1,29
99900,Bucuresti,Militari,3,60
75000,Bucuresti,Baba Novac,2,47
140000,Bucuresti,Militari,4,90
137000,Bucuresti,1 Decembrie 1918,3,90
135000,Bucuresti,Brancoveanu,4,82
2800000,Bucuresti,Gradina Icoanei,3,157
130000,Bucuresti,Barbu Vacarescu,3,67
145000,Bucuresti,Floreasca,2,39
420000,Bucuresti,Calea Victoriei,6,186
500000,Bucuresti,Gradina Icoanei,2,78
148000,Bucuresti,Floreasca,2,39
46000,Bucuresti,P-ta Resita,2,35
2194000,Bucuresti,Floreasca,5,229
125000,Bucuresti,P-ta Unirii,3,50
119910,Bucuresti,Theodor Pallady,3,78
266347,Bucuresti,Floreasca,3,86
250000,Bucuresti,Banu Manta,4,120
199000,Bucuresti,Unirii,4,96
89500,Bucuresti,P-ta Victoriei,2,44
240000,Bucuresti,Herastrau,3,70
200665,Bucuresti,Floreasca,2,70
320500,Bucuresti,Theodor Pallady,4,259
79000,Bucuresti,Titan,2,53
81000,Bucuresti,Titan,2,55
120000,Bucuresti,Berceni,2,61
96000,Bucuresti,Chitila,2,60
450,Bucuresti,Militari,2,41
74000,Bucuresti,Gorjului,2,57
73500,Bucuresti,Giurgiului,3,68
295000,Bucuresti,Crangasi,5,182
200232,Bucuresti,Floreasca,2,62
350000,Bucuresti,Floreasca,3,98
119000,Bucuresti,Victoriei,2,42
895000,Bucuresti,Herastrau,5,240
67500,Bucuresti,Giurgiului,3,52
81500,Bucuresti,Berceni,2,63
174900,Bucuresti,Plevnei,2,64
760000,Bucuresti,Floreasca,4,164
439900,Bucuresti,Plevnei,3,156
640000,Bucuresti,P-ta Presei Libere,4,160
182900,Bucuresti,Gara de Nord,2,67
249900,Bucuresti,Plevnei,3,88
37500,Bucuresti,Rahova,1,26
144444,Bucuresti,Vitan,2,64
170000,Bucuresti,Mihai Bravu,2,57
135000,Bucuresti,Berceni,4,80
49995,Bucuresti,Berceni,2,43
105000,Bucuresti,Titan,3,80
75000,Bucuresti,Gara de Nord,2,51
130000,Bucuresti,Vitan,4,77
193500,Bucuresti,Crangasi,4,82
105000,Bucuresti,Theodor Pallady,2,74
50490,Bucuresti,Berceni,2,45
90000,Bucuresti,Obor,3,70
98000,Bucuresti,Mihai Bravu,2,51
67000,Bucuresti,Berceni,3,50
208900,Bucuresti,Vitan,4,98
109000,Bucuresti,Doamna Ghica,2,58
68500,Bucuresti,Obor,1,32
469000,Bucuresti,Herastrau,4,144
249000,Bucuresti,Eminescu,4,91
92100,Bucuresti,Theodor Pallady,3,76
72999,Bucuresti,Teiul Doamnei,3,58
165000,Bucuresti,Mihai Bravu,2,55
380000,Bucuresti,Baneasa,3,122
101482,Bucuresti,Theodor Pallady,3,83
145900,Bucuresti,Titan,3,107
82500,Bucuresti,Grivita,3,62
148000,Bucuresti,Bucurestii Noi,2,61
219000,Bucuresti,Iancu Nicolae,3,109
94999,Bucuresti,Obor,2,45
299000,Bucuresti,Mosilor,6,229
179000,Bucuresti,1 Decembrie 1918,4,177
102870,Bucuresti,Berceni,3,145
74500,Bucuresti,Prelungirea Ghencea,2,45
90206,Bucuresti,Berceni,3,73
90000,Bucuresti,Berceni,3,70
125000,Bucuresti,Barbu Vacarescu,2,45
84990,Bucuresti,1 Mai,2,46
152900,Bucuresti,Salajan,3,109
50000,Bucuresti,Iancului,1,31
124500,Bucuresti,Gorjului,3,68
239000,Bucuresti,Pajura,4,97
69900,Bucuresti,Grivita,2,46
103000,Bucuresti,Mihai Bravu,2,58
108000,Bucuresti,Tei,3,64
57000,Bucuresti,Berceni,1,40
699000,Bucuresti,Aviatiei,5,150
67500,Bucuresti,Alexandru Obregia,2,48
795000,Bucuresti,Stefan cel Mare,5,212
430000,Bucuresti,Nordului,3,88
105000,Bucuresti,Basarabia,3,70
109000,Bucuresti,Grivita,2,63
110000,Bucuresti,1 Decembrie 1918,4,82
110000,Bucuresti,Lujerului,4,85
89900,Bucuresti,Drumul Taberei,3,44
295000,Bucuresti,Baneasa,3,82
74900,Bucuresti,Giulesti,2,50
80000,Bucuresti,Brancoveanu,3,66
98000,Bucuresti,Aparatorii Patriei,3,64
94496,Bucuresti,Aparatorii Patriei,3,94
58500,Bucuresti,Berceni,2,40
110000,Bucuresti,13 Septembrie,3,70
123500,Bucuresti,Vitan Mall,3,75
160900,Bucuresti,Mihai Bravu,3,79
219000,Bucuresti,P-ta Romana,2,64
420000,Bucuresti,Dorobanti,3,115
140000,Bucuresti,Titan,3,87
68900,Bucuresti,Berceni,2,50
75000,Bucuresti,Basarab,2,52
69900,Bucuresti,Grivita,2,47
129000,Bucuresti,Liviu Rebreanu,3,99
175000,Bucuresti,Grozavesti,3,90
132000,Bucuresti,Grozavesti,2,50
87000,Bucuresti,1 Decembrie 1918,3,61
145000,Bucuresti,Theodor Pallady,3,146
79900,Bucuresti,Doamna Ghica,2,59
89500,Bucuresti,Berceni,2,64
89900,Bucuresti,Drumul Taberei,2,49
109900,Bucuresti,Tei,2,60
89900,Bucuresti,Colentina,3,67
84300,Bucuresti,Berceni,2,60
64500,Bucuresti,Berceni,2,53
93900,Bucuresti,Crangasi,3,70
123000,Bucuresti,Aviatiei,2,45
39900,Bucuresti,Trafic Greu,1,22
55500,Bucuresti,Pantelimon,2,37
88000,Bucuresti,Salaj,2,67
84300,Bucuresti,Berceni,2,59
74000,Bucuresti,Berceni,2,61
72000,Bucuresti,Theodor Pallady,2,45
60000,Bucuresti,Brancoveanu,2,50
160900,Bucuresti,Nerva Traian,3,79
210000,Bucuresti,Basarabia,4,81
160900,Bucuresti,Vitan Mall,3,79
55700,Bucuresti,Berceni,1,38
89900,Bucuresti,Teiul Doamnei,3,69
119000,Bucuresti,Dorobanti,2,40
105000,Bucuresti,Pipera,1,40
83500,Bucuresti,Nicolae Grigorescu,2,47
82900,Bucuresti,Nicolae Grigorescu,2,51
82442,Bucuresti,23 August (Catelul),2,53
66000,Bucuresti,Titan,1,30
145000,Bucuresti,Titan,3,146
130000,Bucuresti,Metalurgiei,3,106
73000,Bucuresti,Metalurgiei,2,59
61643,Bucuresti,Titan,2,37
68000,Bucuresti,Vatra Luminoasa,2,38
73500,Bucuresti,Militari,2,50
140000,Bucuresti,Obor,4,105
69500,Bucuresti,Armeneasca,2,40
75000,Bucuresti,Berceni,2,50
74000,Bucuresti,Domenii,2,47
94900,Bucuresti,Vitan,3,53
169000,Bucuresti,Chitila,3,87
75000,Bucuresti,Prelungirea Ghencea,2,39
115000,Bucuresti,Prelungirea Ghencea,3,73
209900,Bucuresti,Splaiul Unirii,3,77
48900,Bucuresti,Obor,1,30
140000,Bucuresti,Drumul Sarii,2,79
81500,Bucuresti,Titan,2,50
80000,Bucuresti,Apusului,3,63
179900,Bucuresti,Dorobanti,3,75
550000,Bucuresti,Floreasca,3,110
95321,Bucuresti,Aparatorii Patriei,3,77
65000,Bucuresti,Domenii,2,50
116500,Bucuresti,Berceni,3,79
159000,Bucuresti,Nicolae Grigorescu,3,72
149900,Bucuresti,Timpuri Noi,2,58
369000,Bucuresti,P-ta Alba Iulia,4,135
249000,Bucuresti,Baneasa,3,88
250000,Bucuresti,Dacia,3,80
95000,Bucuresti,Decebal,1,42
89999,Bucuresti,Campia Libertatii,2,47
80000,Bucuresti,Apusului,3,63
87650,Bucuresti,Metalurgiei,2,54
90700,Bucuresti,Metalurgiei,2,56
72000,Bucuresti,Titulescu,2,69
75000,Bucuresti,Pantelimon,2,55
67900,Bucuresti,Lujerului,1,31
133000,Bucuresti,Crangasi,3,75
254000,Bucuresti,Sisesti,3,88
64000,Bucuresti,Tei,2,42
139000,Bucuresti,Dristor,2,52
71000,Bucuresti,Berceni,2,50
150000,Bucuresti,1 Mai,2,37
66000,Bucuresti,Berceni,2,49
124900,Bucuresti,Universitate,3,108
139000,Bucuresti,Floreasca,2,50
69101,Bucuresti,Theodor Pallady,2,55
84000,Bucuresti,Pajura,2,47
87999,Bucuresti,Titan,4,63
117000,Bucuresti,Aviatiei,2,52
83900,Bucuresti,Drumul Taberei,2,50
181000,Bucuresti,Decebal,3,80
122900,Bucuresti,Dristor,2,46
74500,Bucuresti,Drumul Taberei,3,65
90000,Bucuresti,Gara de Nord,3,60
249000,Bucuresti,Domenii,3,80
89500,Bucuresti,Colentina,3,66
269000,Bucuresti,Dorobanti,4,100
95000,Bucuresti,Titan,2,51
145000,Bucuresti,Armeneasca,2,78
135000,Bucuresti,Floreasca,3,66
59900,Bucuresti,Militari,2,43
85000,Bucuresti,Berceni,2,50
224900,Bucuresti,Domenii,3,64
184900,Bucuresti,Decebal,3,77
1276000,Bucuresti,Floreasca,5,180
763000,Bucuresti,Floreasca,3,110
83000,Bucuresti,Brancoveanu,3,60
68900,Bucuresti,Berceni,2,48
90000,Bucuresti,Aparatorii Patriei,3,67
87000,Bucuresti,Turda,1,27
79999,Bucuresti,Salajan,3,46
90000,Bucuresti,Morarilor,3,62
250000,Bucuresti,Pipera,4,115
89500,Bucuresti,Pantelimon,3,64
65000,Bucuresti,Militari,2,51
123990,Bucuresti,Dorobanti,2,51
134988,Bucuresti,Salajan,2,120
239000,Bucuresti,Bucurestii Noi,3,92
142000,Bucuresti,Bucurestii Noi,2,50
57900,Bucuresti,Prelungirea Ghencea,1,36
170000,Bucuresti,Calea Calarasilor,2,58
230000,Bucuresti,Herastrau,2,47
880000,Bucuresti,Pipera,4,230
82900,Bucuresti,Drumul Taberei,3,68
116900,Bucuresti,Salaj,3,76
167000,Bucuresti,Calea Calarasilor,2,63
145000,Bucuresti,Liviu Rebreanu,3,147
140000,Bucuresti,Nicolae Grigorescu,4,80
88500,Bucuresti,Grivita,2,51
88500,Bucuresti,1 Mai,2,51
127000,Bucuresti,Dristor,3,70
110000,Bucuresti,Tineretului,2,40
70000,Bucuresti,Lujerului,1,35
50000,Bucuresti,Ferdinand,1,30
91990,Bucuresti,Drumul Taberei,3,62
149990,Bucuresti,Pipera,2,46
340000,Bucuresti,Unirii,3,95
240000,Bucuresti,Unirii,2,66
95000,Bucuresti,Rahova,3,64
123000,Bucuresti,Eminescu,2,39
123000,Bucuresti,Dacia,2,47
70500,Bucuresti,Dacia,1,26
490000,Bucuresti,Primaverii,4,134
249000,Bucuresti,Baneasa,3,89
82700,Bucuresti,Drumul Taberei,3,56
165000,Bucuresti,Vitan,2,82
136500,Bucuresti,Theodor Pallady,3,75
69000,Bucuresti,Theodor Pallady,2,54
93800,Bucuresti,Titan,2,50
107000,Bucuresti,1 Decembrie 1918,2,63
72000,Bucuresti,Theodor Pallady,2,50
128500,Bucuresti,Virtutii,3,79
950000,Bucuresti,Matei Voievod,2,175
3100000,Bucuresti,Vitanul Nou,4,1571
249000,Bucuresti,Berceni,3,80
348000,Bucuresti,P-ta Unirii,4,113
255000,Bucuresti,Unirii,4,92
201000,Bucuresti,Nerva Traian,4,94
102000,Bucuresti,Rahova,4,80
277178,Bucuresti,Iancu Nicolae,3,130
91500,Bucuresti,Metalurgiei,2,50
294000,Bucuresti,Bucurestii Noi,4,156
880000,Bucuresti,Pipera,5,230
89000,Bucuresti,Berceni,3,64
82000,Bucuresti,1 Mai,3,58
137000,Bucuresti,Prelungirea Ghencea,3,97
89000,Bucuresti,Pajura,3,60
63000,Bucuresti,1 Mai,2,50
200000,Bucuresti,Nerva Traian,3,74
72000,Bucuresti,Berceni,2,54
86000,Bucuresti,1 Decembrie 1918,2,52
82000,Bucuresti,Giurgiului,3,70
85000,Bucuresti,Berceni,3,60
87000,Bucuresti,Berceni,3,67
115000,Bucuresti,Aparatorii Patriei,4,90
76500,Bucuresti,Giurgiului,3,70
80000,Bucuresti,Brancoveanu,3,68
135000,Bucuresti,Berceni,3,69
115000,Bucuresti,Oltenitei,4,89
102000,Bucuresti,Brancoveanu,3,74
88000,Bucuresti,Aparatorii Patriei,3,67
70000,Bucuresti,Prelungirea Ghencea,2,56
79900,Bucuresti,Berceni,3,70
74000,Bucuresti,Giurgiului,2,52
72000,Bucuresti,Aparatorii Patriei,2,54
80000,Bucuresti,Aparatorii Patriei,3,65
89000,Bucuresti,Berceni,3,64
73000,Bucuresti,Berceni,3,60
94000,Bucuresti,Berceni,3,69
85000,Bucuresti,Berceni,3,67
75000,Bucuresti,Berceni,3,70
75000,Bucuresti,Calea Victoriei,2,46
89000,Bucuresti,Berceni,3,64
79000,Bucuresti,Berceni,2,52
98000,Bucuresti,Berceni,3,70
105000,Bucuresti,Berceni,3,64
152769,Bucuresti,P-ta Presei Libere,1,53
70500,Bucuresti,Dacia,1,26
69000,Bucuresti,Theodor Pallady,2,48
232878,Bucuresti,Baneasa,3,73
127500,Bucuresti,Titan,3,65
215000,Bucuresti,Bucurestii Noi,3,85
66640,Bucuresti,Theodor Pallady,2,44
49500,Bucuresti,Drumul Taberei,1,30
290000,Bucuresti,Baneasa,3,123
159000,Bucuresti,Unirii,2,49
215000,Bucuresti,Decebal,3,81
68500,Bucuresti,Prelungirea Ghencea,2,52
569900,Bucuresti,Parcul Carol,4,177
135000,Bucuresti,Tineretului,3,65
88500,Bucuresti,Salajan,2,55
113000,Bucuresti,Pipera,2,55
200000,Bucuresti,Aviatiei,1,40
530000,Bucuresti,Capitale,4,164
514990,Bucuresti,Teiul Doamnei,6,188
295000,Bucuresti,P-ta Presei Libere,3,80
329000,Bucuresti,Floreasca,3,100
248900,Bucuresti,P-ta Presei Libere,3,75
259900,Bucuresti,Barbu Vacarescu,2,65
129999,Bucuresti,Pacii,2,50
93900,Bucuresti,Drumul Taberei,2,51
54900,Bucuresti,Berceni,2,37
79900,Bucuresti,Drumul Taberei,2,49
91900,Bucuresti,P-ta Muncii,2,57
120000,Bucuresti,Militari,3,72
163988,Bucuresti,Salajan,3,80
189000,Bucuresti,P-ta Unirii,2,53
135000,Bucuresti,Lujerului,3,73
80000,Bucuresti,Titan,3,59
87000,Bucuresti,Timpuri Noi,1,37
196000,Bucuresti,Splaiul Unirii,2,94
114679,Bucuresti,Theodor Pallady,3,87
116239,Bucuresti,Theodor Pallady,3,92
68000,Bucuresti,Metalurgiei,2,55
67900,Bucuresti,Alexandru Obregia,3,55
49900,Bucuresti,Brancoveanu,2,40
44000,Bucuresti,Vatra Luminoasa,1,26
59990,Bucuresti,Brancoveanu,2,48
135000,Bucuresti,P-ta Resita,1,50
83000,Bucuresti,Gorjului,2,53
57500,Bucuresti,Metalurgiei,2,40
82000,Bucuresti,Brancoveanu,3,65
17000,Bucuresti,Titulescu,1,14
46000,Bucuresti,1 Decembrie 1918,1,30
91000,Bucuresti,Berceni,3,65
110000,Bucuresti,Apusului,3,69
220000,Bucuresti,Dorobanti,2,69
120000,Bucuresti,Vitan,1,36
87000,Bucuresti,Berceni,3,62
104587,Bucuresti,Theodor Pallady,3,86
424000,Bucuresti,Baneasa,3,143
77431,Bucuresti,Theodor Pallady,2,62
77431,Bucuresti,Theodor Pallady,2,61
65000,Bucuresti,Calea Victoriei,1,23
152000,Bucuresti,Drumul Taberei,3,78
59000,Bucuresti,Berceni,2,36
58800,Bucuresti,Militari,2,49
87412,Bucuresti,23 August (Catelul),2,57
120000,Bucuresti,Unirii,3,71
35000,Bucuresti,Militari,1,29
77430,Bucuresti,Theodor Pallady,2,61
98165,Bucuresti,Theodor Pallady,3,76
440000,Bucuresti,Baneasa,3,152
224500,Bucuresti,Aviatiei,2,58
64000,Bucuresti,Dristor,2,46
370000,Bucuresti,Gradina Icoanei,4,120
163261,Bucuresti,Aviatiei,2,52
44000,Bucuresti,Chisinau,1,27
89500,Bucuresti,1 Mai,0,60
179999,Bucuresti,Titulescu,4,73
58650,Bucuresti,Militari,2,51
61500,Bucuresti,Drumul Taberei,1,38
48295,Bucuresti,Militari,2,42
243200,Bucuresti,Parcul Circului,0,106
74000,Bucuresti,Drumul Taberei,0,54
85200,Bucuresti,Chitila,1,48
51000,Bucuresti,Berceni,0,37
111500,Bucuresti,Metalurgiei,3,82
120000,Bucuresti,Drumul Taberei,3,74
91900,Bucuresti,Metalurgiei,3,77
265000,Bucuresti,Aviatiei,3,89
133400,Bucuresti,Pipera,3,116
59000,Bucuresti,Metalurgiei,1,43
80000,Bucuresti,Alexandriei,4,86
47000,Bucuresti,Cismigiu,2,"39,55"
66000,Bucuresti,Pantelimon,2,40
130000,Bucuresti,Sisesti,2,65
130000,Bucuresti,Straulesti,2,65
105000,Bucuresti,Titan,2,50
205000,Bucuresti,Aviatiei,2,55
99000,Bucuresti,Pantelimon,2,52
124000,Bucuresti,Cantemir,2,48
320000,Bucuresti,Unirii,4,100
52000,Bucuresti,Drumul Taberei,1,31
38500,Bucuresti,Militari,1,31
80000,Bucuresti,Dorobanti,2,37
55000,Bucuresti,Militari,2,50
115000,Bucuresti,Drumul Taberei,0,64
44000,Bucuresti,Magurele,1,30
83000,Bucuresti,Drumul Taberei,0,50
70000,Bucuresti,Militari,0,40
90000,Bucuresti,Berceni,3,63
42000,Bucuresti,Militari,1,33
95000,Bucuresti,Bucurestii Noi,2,67
36000,Bucuresti,Giulesti,1,36
46500,Bucuresti,Eroii Revolutiei,1,31
50000,Bucuresti,Aparatorii Patriei,1,33
87000,Bucuresti,Titan,2,52
25600,Bucuresti,Berceni,1,17
40000,Bucuresti,Rahova,2,38
32000,Bucuresti,Rahova,2,28
48000,Bucuresti,Berceni,2,38
116900,Bucuresti,Metalurgiei,4,91
32500,Bucuresti,Ferentari,2,38
52000,Bucuresti,Progresul,2,50
25000,Bucuresti,Rahova,1,19
61000,Bucuresti,Theodor Pallady,1,32
74000,Bucuresti,Drumul Taberei,2,50
79500,Bucuresti,Drumul Taberei,3,65
115000,Bucuresti,Drumul Taberei,0,76
89900,Bucuresti,Drumul Taberei,2,50
80500,Bucuresti,Berceni,3,75
95000,Bucuresti,Drumul Taberei,3,57
107000,Bucuresti,Berceni,3,84
141500,Bucuresti,Metalurgiei,3,70
104000,Bucuresti,Oltenitei,3,74
349900,Bucuresti,Pipera,0,151
28000,Bucuresti,Ferentari,2,33
95000,Bucuresti,Giurgiului,4,81
105000,Bucuresti,Gorjului,3,63
150000,Bucuresti,Aviatiei,2,54
164900,Bucuresti,Nerva Traian,2,57
275000,Bucuresti,Bucurestii Noi,0,140
60000,Bucuresti,Berceni,1,31
81900,Bucuresti,Drumul Taberei,0,50
225000,Bucuresti,Pipera,2,38
73990,Bucuresti,Universitate,1,39
52000,Bucuresti,Vitan,1,37
79000,Bucuresti,Jiului,1,40
78000,Bucuresti,Prelungirea Ghencea,2,49
89000,Bucuresti,Armeneasca,2,70
74000,Bucuresti,Drumul Taberei,3,42
129990,Bucuresti,Berceni,2,64
45000,Bucuresti,Industriilor,1,30
84500,Bucuresti,Nicolae Grigorescu,0,0
64000,Bucuresti,Berceni,2,43
54900,Bucuresti,Eminescu,2,50
39900,Bucuresti,Eroii Revolutiei,1,22
205882,Bucuresti,Militari,4,117
78000,Bucuresti,Giulesti,3,84
37500,Bucuresti,Unirii,2,33
79000,Bucuresti,Titan,0,54
92000,Bucuresti,Foisorul de Foc,3,120
112000,Bucuresti,Drumul Taberei,0,64
210000,Bucuresti,Viilor,0,150
184000,Bucuresti,Aviatiei,2,59
155000,Bucuresti,Militari,2,57
166500,Bucuresti,Militari,3,87
60000,Bucuresti,Drumul Taberei,0,38
83000,Bucuresti,Drumul Taberei,0,70
79900,Bucuresti,Drumul Taberei,0,63
99000,Bucuresti,Drumul Taberei,3,60
73990,Bucuresti,Universitate,2,39
54900,Bucuresti,Brancoveanu,2,40
62500,Bucuresti,Titan,1,32
94500,Bucuresti,Drumul Taberei,2,54
68000,Bucuresti,Pantelimon,1,38
89000,Bucuresti,Titan,2,50
98000,Bucuresti,Metalurgiei,2,65
46500,Bucuresti,Giurgiului,1,30
58981,Bucuresti,Militari,2,45
56000,Bucuresti,Berceni,2,37
91000,Bucuresti,Doamna Ghica,3,65
148000,Bucuresti,Victoriei,4,64
95000,Bucuresti,Drumul Taberei,0,52
152000,Bucuresti,Timisoara,2,75
84000,Bucuresti,Drumul Taberei,2,51
189000,Bucuresti,P-ta Rosetti,4,120
79800,Bucuresti,Giurgiului,2,55
42900,Bucuresti,Titan,1,28
54000,Bucuresti,Drumul Taberei,1,31
67000,Bucuresti,Apusului,0,63
160000,Bucuresti,Drumul Taberei,3,76
125000,Bucuresti,Metalurgiei,3,78
115000,Bucuresti,Oltenitei,4,85
75900,Bucuresti,Metalurgiei,2,59
76000,Bucuresti,Militari,3,70
24000,Bucuresti,23 August (Catelul),1,20
197500,Bucuresti,13 Septembrie,3,90
55000,Bucuresti,Fundeni,1,34
113000,Bucuresti,Iancului,3,68
235000,Bucuresti,Unirii,3,73
70000,Bucuresti,Berceni,2,53
110000,Bucuresti,Militari,3,76
95000,Bucuresti,Militari,2,46
130000,Bucuresti,Titulescu,2,57
243000,Bucuresti,Tei,4,108
62998,Bucuresti,Prelungirea Ghencea,2,57
117000,Bucuresti,Pipera,2,45
1500,Bucuresti,Arcul de Triumf,4,125
68000,Bucuresti,Lujerului,2,45
116000,Bucuresti,Crangasi,4,89
71000,Bucuresti,Brancoveanu,2,52
132000,Bucuresti,Theodor Pallady,2,55
63999,Bucuresti,Militari,2,51
87000,Bucuresti,Titan,3,64
71100,Bucuresti,Oltenitei,2,55
87990,Bucuresti,Unirii,2,53
460000,Bucuresti,Aviatorilor,5,137
47999,Bucuresti,Militari,2,40
197000,Bucuresti,Decebal,3,72
115000,Bucuresti,Tineretului,2,54
94893,Bucuresti,Giurgiului,3,100
125000,Bucuresti,Theodor Pallady,3,72
250000,Bucuresti,Gradina Icoanei,3,80
698698,Bucuresti,Pipera,5,221
74990,Bucuresti,Rahova,3,65
99900,Bucuresti,Drumul Taberei,2,55
350000,Bucuresti,Floreasca,2,53
64990,Bucuresti,Margeanului,2,48
179000,Bucuresti,Ozana,4,88
55000,Bucuresti,Drumul Taberei,1,33
89000,Bucuresti,Berceni,2,64
174900,Bucuresti,Politehnica,2,54
70000,Bucuresti,Rahova,2,54
532600,Bucuresti,Pipera,4,175
255000,Bucuresti,Lacul Tei,3,82
94999,Bucuresti,Militari,3,76
133000,Bucuresti,Brancoveanu,4,100
80413,Bucuresti,Berceni,2,61
150000,Bucuresti,P-ta Presei Libere,2,37
53000,Bucuresti,Drumul Taberei,2,38
133000,Bucuresti,Calea Calarasilor,2,44
350000,Bucuresti,Unirii,4,123
92000,Bucuresti,Domenii,3,62
165000,Bucuresti,13 Septembrie,3,69
92000,Bucuresti,Gorjului,3,67
290000,Bucuresti,Barbu Vacarescu,3,78
145000,Bucuresti,Pipera,2,51
105000,Bucuresti,Sebastian,2,50
111900,Bucuresti,Aparatorii Patriei,4,101
65000,Bucuresti,Rahova,2,51
116999,Bucuresti,Berceni,2,52
79000,Bucuresti,Drumul Taberei,3,60
123000,Bucuresti,Berceni,3,61
134999,Bucuresti,Mihai Bravu,2,52
250000,Bucuresti,Natiunile Unite,3,73
71400,Bucuresti,Aparatorii Patriei,2,52
179000,Bucuresti,1 Decembrie 1918,4,88
252500,Bucuresti,P-ta Muncii,4,88
116000,Bucuresti,Berceni,3,85
187500,Bucuresti,Pipera,3,64
125000,Bucuresti,Sisesti,2,42
71500,Bucuresti,Regie,2,50
95000,Bucuresti,Militari,2,56
136000,Bucuresti,Lujerului,2,48
89990,Bucuresti,1 Mai,2,46
70550,Bucuresti,Berceni,2,54
535000,Bucuresti,Alba Iulia,4,168
150000,Bucuresti,Pipera,2,53
63211,Bucuresti,Aparatorii Patriei,2,49
60000,Bucuresti,Titan,2,40
77520,Bucuresti,Aparatorii Patriei,2,62
268000,Bucuresti,Pipera,2,92
395000,Bucuresti,P-ta Victoriei,3,76
85000,Bucuresti,Sebastian,3,70
99000,Bucuresti,Pipera,2,43
85000,Bucuresti,Drumul Taberei,2,52
129000,Bucuresti,Colentina,2,52
68501,Bucuresti,Prelungirea Ghencea,2,56
107000,Bucuresti,Lacul Tei,3,64
75900,Bucuresti,Metalurgiei,2,60
270500,Bucuresti,13 Septembrie,3,84
47000,Bucuresti,Militari,2,42
176900,Bucuresti,Ferdinand,4,79
135000,Bucuresti,Brancoveanu,4,82
140000,Bucuresti,Basarabia,2,46
50000,Bucuresti,Metalurgiei,2,41
65000,Bucuresti,Rahova,2,51
159999,Bucuresti,Timpuri Noi,2,51
260000,Bucuresti,Matei Voievod,3,76
150000,Bucuresti,Aviatiei,1,50
68000,Bucuresti,Drumul Taberei,1,53
64500,Bucuresti,13 Septembrie,1,39
350000,Bucuresti,Polona,3,96
55000,Bucuresti,Basarabia,1,39
99999,Bucuresti,Brancoveanu,0,55
120000,Bucuresti,Berceni,2,54
145000,Bucuresti,Drumul Taberei,4,79
75900,Bucuresti,Metalurgiei,2,59
68000,Bucuresti,Dristor,2,51
143000,Bucuresti,13 Septembrie,1,45
109900,Bucuresti,Basarabia,3,66
51500,Bucuresti,Brancoveanu,2,37
57000,Bucuresti,Drumul Taberei,3,45
69260,Bucuresti,Metalurgiei,2,59
37000,Bucuresti,Militari,2,31
149500,Bucuresti,Matei Voievod,2,45
61500,Bucuresti,1 Decembrie 1918,2,40
73500,Bucuresti,Metalurgiei,2,54
620000,Bucuresti,Herastrau,4,176
45000,Bucuresti,Brancoveanu,1,31
179000,Bucuresti,Theodor Pallady,4,88
120000,Bucuresti,Doamna Ghica,2,63
454000,Bucuresti,Baneasa,4,133
75000,Bucuresti,Lujerului,1,31
75000,Bucuresti,Salajan,4,68
158900,Bucuresti,Pipera,2,79
147000,Bucuresti,P-ta Victoriei,2,50
76000,Bucuresti,Domenii,2,40
105000,Bucuresti,Titan,3,65
67890,Bucuresti,Aparatorii Patriei,2,54
1099900,Bucuresti,Brancoveanu,3,340
74500,Bucuresti,Dristor,2,55
168000,Bucuresti,Pipera,2,78
179000,Bucuresti,Titan,4,88
123900,Bucuresti,Titan,3,64
154000,Bucuresti,Nerva Traian,2,58
86720,Bucuresti,Aparatorii Patriei,2,54
115000,Bucuresti,P-ta Resita,4,79
240000,Bucuresti,Baneasa,3,99
95000,Bucuresti,Titan,3,61
62900,Bucuresti,Brancoveanu,3,50
179000,Bucuresti,Nicolae Grigorescu,4,88
79000,Bucuresti,Titan,2,54
83000,Bucuresti,Uverturii,3,55
48990,Bucuresti,Oltenitei,1,41
47190,Bucuresti,Militari,1,31
69900,Bucuresti,Dristor,1,28
48000,Bucuresti,Costin Georgian,1,28
55000,Bucuresti,Titan,1,43
55000,Bucuresti,Industriilor,1,36
120000,Bucuresti,Vitan,1,36
95000,Bucuresti,Obor,2,52
107000,Bucuresti,Drumul Taberei,3,57
126030,Bucuresti,Viilor,3,73
53500,Bucuresti,Brancoveanu,2,38
76000,Bucuresti,Berceni,2,55
52800,Bucuresti,Berceni,2,38
42000,Bucuresti,Alba Iulia,1,1650
112000,Bucuresti,Nicolae Grigorescu,3,66
40000,Bucuresti,Unirii,1,20
59000,Bucuresti,Giulesti,2,55
29500,Bucuresti,Titan,1,20
88000,Bucuresti,Muncii,2,53
72000,Bucuresti,Muncii,1,33
75000,Bucuresti,Titan,2,54
89500,Bucuresti,1 Decembrie 1918,2,55
53000,Bucuresti,Giurgiului,0,50
82500,Bucuresti,Dristor,2,49
65000,Bucuresti,Rahova,2,58
119000,Bucuresti,Tei,0,70
210000,Bucuresti,Cismigiu,0,91
